vertices,redexes,redex_depths,redex_indexes,heights,widths,steps_time,strategy_name
52,3,2,2,17,18,36403,LO
49,3,1,1,17,17,25198,LO
46,2,2,2,16,16,71198,LO
43,1,6,25,14,15,146998,LO
29,1,5,24,11,11,91904,LO
55,5,2,2,13,20,42344,LO
52,5,1,1,13,19,51173,LO
49,4,1,1,13,18,45879,LO
46,3,11,21,12,17,186817,LO
43,2,5,29,10,16,112795,LO
59,6,1,1,16,23,30449,LO
54,7,1,1,15,19,27680,LO
51,6,2,2,14,18,57999,LO
85,10,5,6,16,30,241283,LO
82,9,5,6,17,29,228182,LO
106,12,6,7,18,37,386876,LO
103,12,5,6,17,36,374492,LO
127,14,5,6,19,44,453609,LO
75,8,7,8,16,26,232050,LO
50,5,3,13,14,17,93934,LO
47,4,3,13,15,16,83939,LO
71,7,4,14,16,24,178662,LO
68,7,3,13,15,23,119614,LO
92,9,3,13,17,31,150549,LO
40,3,5,15,14,13,117755,LO
57,11,1,1,15,19,43292,LO
164,35,1,1,17,53,84474,LO
23,5,1,1,7,7,16486,LO
33,7,1,1,9,10,17643,LO
30,6,2,2,8,9,54487,LO
18,4,1,1,8,5,10888,LO
15,3,2,2,7,4,17188,LO
55,7,4,4,25,17,230802,LO
55,8,1,1,12,18,45328,LO
88,13,4,4,14,29,267289,LO
85,12,5,5,14,28,325223,LO
70,9,5,5,14,23,233821,LO
67,8,7,11,14,22,344756,LO
46,5,7,11,12,15,239690,LO
47,5,8,12,12,14,279531,LO
44,5,7,11,12,13,194187,LO
35,4,6,10,12,11,136433,LO
32,3,7,11,11,10,128192,LO
33,3,8,12,10,9,136536,LO
30,3,7,11,10,8,120486,LO
21,1,6,14,8,6,74437,LO
54,3,10,17,17,19,322595,LO
51,2,8,22,17,18,310089,LO
48,1,9,26,17,17,338549,LO
47,2,10,27,15,16,312905,LO
44,2,9,26,15,15,261630,LO
56,5,7,10,23,22,279682,LO
113,10,8,11,22,39,772084,LO
130,11,11,14,20,44,900617,LO
125,10,11,20,20,43,788234,LO
120,9,11,28,20,42,984556,LO
105,7,14,31,18,37,891098,LO
100,6,14,37,18,36,775615,LO
87,4,16,43,18,32,705792,LO
82,3,13,49,16,31,625771,LO
77,2,12,55,16,30,628633,LO
72,1,9,61,16,29,481057,LO
51,2,2,2,13,19,97562,LO
90,3,2,2,18,36,149640,LO
7,1,1,1,4,1,7659,LO
56,4,3,3,16,18,94336,LO
55,5,3,3,15,17,82666,LO
31,1,3,4,15,10,42443,LO
